"","row","col"
"",69137,1
"",69138,1
"",70572,1
"",70573,1
"",70574,1
"",70575,1
"",70576,1
"",70577,1
"",70578,1
"",70579,1
"",70580,1
"",70581,1
"",70582,1
"",70583,1
"",70584,1
"",70585,1
"",70586,1
"",70587,1
"",70588,1
"",70589,1
"",70590,1
"",71049,1
"",71050,1
"",71051,1
"",71052,1
"",71053,1
"",71054,1
"",71055,1
"",71056,1
"",71057,1
"",71058,1
"",71059,1
"",77208,1
"",77209,1
"",77210,1
"",77211,1
"",79517,1
"",79518,1
"",79519,1
"",79520,1
"",79521,1
"",79522,1
"",79523,1
"",79524,1
"",79525,1
"",79526,1
"",79527,1
"",79528,1
"",79529,1
"",79530,1
"",79531,1
"",79532,1
"",80290,1
"",80291,1
"",80292,1
"",80293,1
"",80294,1
"",80295,1
"",80296,1
"",80297,1
"",80298,1
"",80299,1
"",82361,1
"",82362,1
"",82363,1
"",84679,1
"",84680,1
"",84681,1
"",84682,1
"",84683,1
"",84684,1
"",84685,1
"",84686,1
"",84687,1
"",84688,1
"",84689,1
"",84690,1
"",84691,1
"",84692,1
"",84693,1
"",84694,1
"",84695,1
"",84696,1
"",84697,1
"",85186,1
"",85187,1
"",85188,1
"",85189,1
"",85190,1
"",85191,1
"",85192,1
"",85193,1
"",85194,1
"",85195,1
"",85196,1
"",90933,1
"",92134,1
"",92135,1
"",92136,1
"",92137,1
"",92138,1
"",35993,3
"",66505,3
"x1_neg",17,131.942
"",10798,2
"",10799,2
"",51341,2
"",51342,2
"",61396,2
"",61397,2
"",41966,3
"",41967,3
"",50417,3
"",50418,3
"",68196,3
"",68197,3
"",81826,3
"",81827,3
"x1_neg",18,134.992
"",802,1
"",803,1
"",804,1
"",805,1
"",7680,1
"",7681,1
"",7682,1
"",7683,1
"",10213,1
"",10422,1
"",10423,1
"",10424,1
